gbn,gid,geometry,zoneName,공동주택,공원,기타,녹지,단독주택,도로,상업,하천,거주인구,사업체당종사자수,ALL_AADT,유동인구,가중혼잡도,녹지면적,예측_탄소배출량(통합),예측_탄소배출량(수송),예측_탄소흡수량
경기도 광명시,다사425357,"POLYGON ((126.85018240905578 37.418655998536785, 126.85017462084399 37.4195573194517, 126.85130468563273 37.41956352593824, 126.85131246030289 37.418662204822276, 126.85018240905578 37.418655998536785))",광명시흥 공공주택지구,0.0,0.12296179938827624,0.8526790761948964,0.0,0.0,0.024359124416827506,0.0,0.0,343.1,1.1,2571.9,4.8,1.8,74.2,0.0,8.73,0.21
경기도 광명시,다사425356,"POLYGON ((126.85019019692072 37.41775467748272, 126.85018240905578 37.418655998536785, 126.85131246030289 37.418662204822276, 126.85132023462685 37.41776088356717, 126.85019019692072 37.41775467748272))",광명시흥 공공주택지구,0.0,0.0,0.5433708888394427,0.0,0.0,0.3415017740003185,0.11512733716023872,0.0,185.9,1.5,23330.3,14.3,3.9,0.6,249.49,119.76,0.02
경기도 광명시,다사426356,"POLYGON ((126.85132023462685 37.41776088356717, 126.85131246030289 37.418662204822276, 126.85244251189621 37.41866840030679, 126.85245027267915 37.417767078850986, 126.85132023462685 37.41776088356717))",광명시흥 공공주택지구,0.0,0.07902446597090189,0.6944375418072357,0.0,0.0,0.22653799222186252,0.0,0.0,153.3,0.7,21200.4,5.1,3.6,69.5,0.0,250.28,0.2
경기도 광명시,다사426357,"POLYGON ((126.85131246030289 37.418662204822276, 126.85130468563273 37.41956352593824, 126.85243475076767 37.419569721623446, 126.85244251189621 37.41866840030679, 126.85131246030289 37.418662204822276))",광명시흥 공공주택지구,0.0,0.3250631459512603,0.6749368540487396,0.0,0.0,0.0,0.0,0.0,271.6,0.9,0.0,4.4,1.8,1592.1,0.0,13.96,4.11
경기도 광명시,다사424357,"POLYGON ((126.84905235815546 37.41864978145033, 126.84904455640209 37.41955110216387, 126.85017462084399 37.4195573194517, 126.85018240905578 37.418655998536785, 126.84905235815546 37.41864978145033))",광명시흥 공공주택지구,0.0040491867551212595,0.007882886287146737,0.4117258563214542,0.0,0.0,0.576342070636278,0.0,0.0,167.6,1.5,61227.8,5.2,7.7,16.7,27.72,660.45,0.06
경기도 광명시,다사423358,"POLYGON ((126.84791449230762 37.41954487407472, 126.84790667666465 37.420446194447344, 126.84903675430132 37.420452422738244, 126.84904455640209 37.41955110216387, 126.84791449230762 37.41954487407472))",광명시흥 공공주택지구,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.6,0.9,0.0,4.2,1.8,0.0,0.0,13.96,0.02
경기도 광명시,다사423359,"POLYGON ((126.84790667666465 37.420446194447344, 126.84789886067365 37.42134751468083, 126.8490289518531 37.421353743173476, 126.84903675430132 37.420452422738244, 126.84790667666465 37.420446194447344))",광명시흥 공공주택지구,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.6,0.9,0.0,4.2,1.8,0.0,0.0,13.96,0.02
경기도 광명시,다사423357,"POLYGON ((126.84792230760253 37.418643553562916, 126.84791449230762 37.41954487407472, 126.84904455640209 37.41955110216387, 126.84905235815546 37.41864978145033, 126.84792230760253 37.418643553562916))",광명시흥 공공주택지구,0.08985246699194992,0.0,0.5960750097549332,0.0,0.0,0.3140725232531169,0.0,0.0,281.1,0.9,20853.0,5.2,3.6,0.0,0.0,122.91,0.02
경기도 광명시,다사418382,"POLYGON ((126.84207487965652 37.44114519780063, 126.84206698787301 37.44204651381858, 126.84319738895461 37.44205280100294, 126.84320526718156 37.441151484781386, 126.84207487965652 37.44114519780063))",광명시흥 공공주택지구,0.0,0.0,0.8692129736314113,0.0,0.0,0.13078702636858872,0.0,0.0,0.0,0.5,12163.1,4.2,2.9,0.0,0.0,35.41,0.02
경기도 광명시,다사417382,"POLYGON ((126.8409444924829 37.44113890001024, 126.84093658714285 37.44204021582422, 126.84206698787301 37.44204651381858, 126.84207487965652 37.44114519780063, 126.8409444924829 37.44113890001024))",광명시흥 공공주택지구,0.0,0.0,0.6982951975458508,0.0,0.0,0.3017048024541493,0.0,0.0,0.0,0.3,30929.3,3.6,11.1,0.0,0.0,163.6,0.02
경기도 광명시,다사419382,"POLYGON ((126.84320526718156 37.441151484781386, 126.84319738895461 37.44205280100294, 126.84432779038706 37.442059077377316, 126.8443356550574 37.441157760952485, 126.84320526718156 37.441151484781386))",광명시흥 공공주택지구,0.0,0.0,0.4313521368261823,0.0,0.0,0.5686478631738178,0.0,0.0,0.0,0.1,70836.1,3.9,8.8,11.8,0.0,723.86,0.05
경기도 광명시,다사421389,"POLYGON ((126.84541107814427 37.44747323978485, 126.8454032245827 37.44837455543817, 126.84653372162828 37.44838081161057, 126.84654156162902 37.447479495754656, 126.84541107814427 37.44747323978485))",광명시흥 공공주택지구,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.9,0.0,4.2,1.8,0.0,0.0,13.96,0.02
경기도 광명시,다사421390,"POLYGON ((126.8454032245827 37.44837455543817, 126.84539537067134 37.44927587095229, 126.8465258812784 37.44928212732729, 126.84653372162828 37.44838081161057, 126.8454032245827 37.44837455543817))",광명시흥 공공주택지구,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.9,0.0,4.2,1.8,0.0,0.0,13.96,0.02
경기도 광명시,다사422389,"POLYGON ((126.84654156162902 37.447479495754656, 126.84653372162828 37.44838081161057, 126.84766421902302 37.44838705697049, 126.8476720454629 37.447485740912335, 126.84654156162902 37.447479495754656))",광명시흥 공공주택지구,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.9,0.0,4.2,1.8,0.0,0.0,13.96,0.02
경기도 광명시,다사422390,"POLYGON ((126.84653372162828 37.44838081161057, 126.8465258812784 37.44928212732729, 126.84765639223463 37.449288372889455, 126.84766421902302 37.44838705697049, 126.84653372162828 37.44838081161057))",광명시흥 공공주택지구,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.9,0.0,4.2,1.8,0.0,0.0,13.96,0.02
경기도 광명시,다사422388,"POLYGON ((126.8465494012806 37.44657817975953, 126.84654156162902 37.447479495754656, 126.8476720454629 37.447485740912335, 126.84767987155422 37.446584424714956, 126.8465494012806 37.44657817975953))",광명시흥 공공주택지구,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.9,0.0,4.2,1.8,0.0,0.0,13.96,0.02
경기도 광명시,다사426393,"POLYGON ((126.85103235394412 37.45110967732855, 126.85102456679991 37.452010993434605, 126.85215511983498 37.45201719634792, 126.85216289341585 37.451115880041, 126.85103235394412 37.45110967732855))",광명시흥 공공주택지구,0.0,0.8065768698224375,0.0,0.0,0.0,0.1934231301775626,0.0,0.0,0.0,0.0,21463.8,4.1,3.3,3004.6,0.0,105.97,7.75
경기도 광명시,다사426392,"POLYGON ((126.85104014074157 37.4502083610833, 126.85103235394412 37.45110967732855, 126.85216289341585 37.451115880041, 126.85217066665055 37.45021456359489, 126.85104014074157 37.4502083610833))",광명시흥 공공주택지구,0.0,0.0847629759436941,0.0,0.0,0.0,0.915237024056306,0.0,0.0,0.0,0.1,97988.6,4.5,9.2,2290.0,0.0,1001.01,5.91
경기도 광명시,다사425391,"POLYGON ((126.84991741519212 37.44930083157525, 126.84990961517934 37.45020214775848, 126.85104014074157 37.4502083610833, 126.85104792719224 37.44930704469886, 126.84991741519212 37.44930083157525))",광명시흥 공공주택지구,0.0,0.3881321575269636,0.0,0.0,0.0,0.6118678424730363,0.0,0.0,0.0,0.0,169429.1,4.4,11.2,3360.6,0.0,1489.89,8.66
경기도 광명시,다사426395,"POLYGON ((126.85101677930886 37.45291230940148, 126.85100899147102 37.453813625229174, 126.85213957163458 37.45381982854424, 126.85214734590791 37.452918512515666, 126.85101677930886 37.45291230940148))",광명시흥 공공주택지구,0.0,0.6821629255854001,0.0,0.0,0.0,0.3178370744145998,0.0,0.0,0.0,0.0,20315.8,4.3,4.6,267.9,0.0,160.69,0.71
경기도 광명시,다사426394,"POLYGON ((126.85102456679991 37.452010993434605, 126.85101677930886 37.45291230940148, 126.85214734590791 37.452918512515666, 126.85215511983498 37.45201719634792, 126.85102456679991 37.452010993434605))",광명시흥 공공주택지구,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.3,7819.5,0.0,26.8,20.12
경기도 광명시,다사425395,"POLYGON ((126.84988621305666 37.45290609547304, 126.84987841165427 37.4538074110995, 126.85100899147102 37.453813625229174, 126.85101677930886 37.45291230940148, 126.84988621305666 37.45290609547304))",광명시흥 공공주택지구,0.0,0.7136333070703585,0.0,0.0,0.0,0.2863666929296414,0.0,0.0,0.0,0.0,18666.4,4.2,3.1,280.0,0.0,61.86,0.74
경기도 광명시,다사424391,"POLYGON ((126.84878690353939 37.449294607638784, 126.84877908996448 37.450195923620456, 126.84990961517934 37.45020214775848, 126.84991741519212 37.44930083157525, 126.84878690353939 37.449294607638784))",광명시흥 공공주택지구,0.0,0.4523614096633467,0.35393717056666896,0.0,0.0,0.19370141976998426,0.0,0.0,0.0,0.6,19387.7,4.3,2.9,342.4,0.0,43.37,0.9
경기도 광명시,다사423391,"POLYGON ((126.84765639223463 37.449288372889455, 126.84764856509763 37.45018968866923, 126.84877908996448 37.450195923620456, 126.84878690353939 37.449294607638784, 126.84765639223463 37.449288372889455))",광명시흥 공공주택지구,0.28277779847652557,0.4592367285145855,0.038012954134306345,0.0,0.0006745902720412423,0.2192979286025413,0.0,0.0,60.1,0.8,11185.4,4.3,1.9,1438.4,782.67,31.57,3.72
경기도 광명시,다사422391,"POLYGON ((126.8465258812784 37.44928212732729, 126.84651804057934 37.4501834429048, 126.84764856509763 37.45018968866923, 126.84765639223463 37.449288372889455, 126.8465258812784 37.44928212732729))",광명시흥 공공주택지구,0.584746312412272,0.341632492109795,0.07362119547793285,0.0,0.0,0.0,0.0,0.0,162.6,1.0,0.0,4.2,1.6,979.1,0.0,8.11,2.54
경기도 광명시,다사422392,"POLYGON ((126.84651804057934 37.4501834429048, 126.8465101995311 37.45108475834311, 126.84764073761205 37.451091004309795, 126.84764856509763 37.45018968866923, 126.84651804057934 37.4501834429048))",광명시흥 공공주택지구,0.0,0.0,0.93413660803251,0.0,0.0,0.06586339196749008,0.0,0.0,0.0,0.3,4966.6,3.7,1.6,429.4,0.0,6.4,1.12
경기도 광명시,다사419367,"POLYGON ((126.84332339849483 37.427631724754114, 126.84331552552865 37.428533043063624, 126.84444572367565 37.42853931638957, 126.84445358309426 37.42763799787687, 126.84332339849483 37.427631724754114))",광명시흥 공공주택지구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,1.9,1.5,0.0,0.0,8.11,0.02
경기도 광명시,다사421365,"POLYGON ((126.84559945873777 37.42584162234662, 126.84559161356543 37.42674294134051, 126.84672178531729 37.42674919265193, 126.84672961694325 37.42584787345557, 126.84559945873777 37.42584162234662))",광명시흥 공공주택지구,0.7688856618231517,0.0,0.0,0.0,0.0,0.18643766777534404,0.0,0.044676670401504366,348.4,0.9,7233.3,4.2,1.8,0.0,0.0,16.98,0.02
경기도 광명시,다사419368,"POLYGON ((126.84331552552865 37.428533043063624, 126.84330765221189 37.429434361233945, 126.844437863907 37.42944063476308, 126.84444572367565 37.42853931638957, 126.84331552552865 37.428533043063624))",광명시흥 공공주택지구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,1.9,1.5,0.0,0.0,8.11,0.02
경기도 광명시,다사418370,"POLYGON ((126.84216955365125 37.43032939472729, 126.8421616660839 37.43123071241567, 126.84329190452645 37.431236997157015, 126.84329977854449 37.43033567926507, 126.84216955365125 37.43032939472729))",광명시흥 공공주택지구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,1.9,1.5,0.0,0.0,8.11,0.02
경기도 광명시,다사419369,"POLYGON ((126.84330765221189 37.429434361233945, 126.84329977854449 37.43033567926507, 126.84443000378836 37.43034195299741, 126.844437863907 37.42944063476308, 126.84330765221189 37.429434361233945))",광명시흥 공공주택지구,0.0,0.0,0.0,0.0,0.0,0.06978866149222178,0.0,0.9302113385077782,0.0,0.0,3515.6,2.8,1.3,0.0,0.0,4.13,0.02
경기도 광명시,다사419366,"POLYGON ((126.84333127111039 37.42673040630543, 126.84332339849483 37.427631724754114, 126.84445358309426 37.42763799787687, 126.84446144216292 37.426736679224994, 126.84333127111039 37.42673040630543))",광명시흥 공공주택지구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,1.9,1.5,0.0,0.0,8.11,0.02
경기도 광명시,다사419365,"POLYGON ((126.84333914337543 37.425829087717545, 126.84333127111039 37.42673040630543, 126.84446144216292 37.426736679224994, 126.8444693008816 37.42583536043394, 126.84333914337543 37.425829087717545))",광명시흥 공공주택지구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,1.9,1.5,0.0,0.0,8.11,0.02
경기도 광명시,다사420365,"POLYGON ((126.8444693008816 37.42583536043394, 126.84446144216292 37.426736679224994, 126.84559161356543 37.42674294134051, 126.84559945873777 37.42584162234662, 126.8444693008816 37.42583536043394))",광명시흥 공공주택지구,0.0,0.0,0.0,0.0,0.0,0.006074803292382335,0.0,0.9939251967076177,0.0,0.0,225.1,1.7,1.4,0.0,0.0,3.29,0.02
경기도 광명시,다사420368,"POLYGON ((126.84444572367565 37.42853931638957, 126.844437863907 37.42944063476308, 126.84556807595216 37.429446897487104, 126.84557592217263 37.42854557891074, 126.84444572367565 37.42853931638957))",광명시흥 공공주택지구,0.0,0.4437773575395538,0.0,0.0,0.003033751611714305,0.3019549035348453,0.0,0.25123398731388663,1.4,0.9,36028.7,4.9,4.5,25.6,293.92,387.93,0.09
경기도 광명시,다사420369,"POLYGON ((126.844437863907 37.42944063476308, 126.84443000378836 37.43034195299741, 126.84556022938226 37.43034821592428, 126.84556807595216 37.429446897487104, 126.844437863907 37.42944063476308))",광명시흥 공공주택지구,0.0,0.027608497264994543,0.0051200765916710345,0.0,0.5021203088859084,0.4460476277728387,0.0,0.019103489484587347,194.5,1.2,33045.1,4.9,4.8,0.1,858.39,326.54,0.02
경기도 광명시,다사416416,"POLYGON ((126.83954466523545 37.4717772440286, 126.83953673433913 37.472678554904064, 126.8406675959989 37.47268487065788, 126.84067551331816 37.47178355957794, 126.83954466523545 37.4717772440286))",광명시흥 공공주택지구,0.0,0.11973982952263365,0.2723507148772278,0.1368370178645912,0.0,0.4710724377355474,0.0,0.0,0.0,0.3,90346.7,3.5,8.8,121.3,0.0,1088.62,0.33
경기도 광명시,다사415416,"POLYGON ((126.838413817506 37.47177091765773, 126.83840587303257 37.47267222832836, 126.83953673433913 37.472678554904064, 126.83954466523545 37.4717772440286, 126.838413817506 37.47177091765773))",광명시흥 공공주택지구,0.0,0.21647947901543838,0.7644177461106431,0.019102774873918472,0.0,0.0,0.0,0.0,0.0,0.3,0.0,3.5,1.5,271.9,0.0,8.11,0.72
경기도 광명시,다사422367,"POLYGON ((126.84671395334254 37.42765051170913, 126.84670612101904 37.42855183062716, 126.84783632021421 37.42855807153878, 126.84784413899014 37.42765675241862, 126.84671395334254 37.42765051170913))",광명시흥 공공주택지구,0.0,0.08669111702282141,0.9027209487650828,0.0,0.0,0.010587934212095928,0.0,0.0,0.0,0.6,843.8,3.0,1.6,91.3,0.0,3.57,0.26
경기도 광명시,다사422368,"POLYGON ((126.84670612101904 37.42855183062716, 126.84669828834672 37.429453149406015, 126.84782850109009 37.42945939051979, 126.84783632021421 37.42855807153878, 126.84670612101904 37.42855183062716))",광명시흥 공공주택지구,0.0,0.7320027223918347,0.2679972776081653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,1.3,2612.4,0.0,4.31,6.74
경기도 광명시,다사422371,"POLYGON ((126.84668262195567 37.431255786546195, 126.8466747882369 37.43215710490752, 126.84780504162846 37.43216334662775, 126.84781286179724 37.43126202806427, 126.84668262195567 37.431255786546195))",광명시흥 공공주택지구,0.7222045521117789,9.935367610427998e-05,0.034557753228911615,0.08865261540347816,0.0,0.1544857255797271,0.0,0.0,239.1,1.0,12712.3,4.5,2.1,7.7,0.0,17.3,0.04
경기도 광명시,다사422370,"POLYGON ((126.84669045532563 37.43035446804569, 126.84668262195567 37.431255786546195, 126.84781286179724 37.43126202806427, 126.84782068161778 37.43036070936161, 126.84669045532563 37.43035446804569))",광명시흥 공공주택지구,0.0,0.41366287024651244,0.5725440498961262,0.0,0.0,0.01379307985736146,0.0,0.0,0.0,0.1,900.5,3.7,1.2,1185.4,0.0,1.01,3.07
경기도 광명시,다사419415,"POLYGON ((126.8429451003544 37.470894846584905, 126.84293721054074 37.471796158212, 126.84406805967942 37.4718024412967, 126.84407593591656 37.47090112946619, 126.8429451003544 37.470894846584905))",광명시흥 공공주택지구,0.3804233071032493,0.2142656689557052,0.0,0.0,0.0,0.40531102394104546,0.0,0.0,132.9,0.6,24487.9,4.5,3.6,194.5,0.0,126.69,0.52
경기도 광명시,다사419414,"POLYGON ((126.8429529898167 37.46999353481857, 126.8429451003544 37.470894846584905, 126.84407593591656 37.47090112946619, 126.84408381180293 37.46999981749644, 126.8429529898167 37.46999353481857))",광명시흥 공공주택지구,0.9657761354752639,0.0,0.0,0.0,0.0,0.03422386452473612,0.0,0.0,617.7,0.9,1348.2,4.1,1.9,0.0,0.0,9.25,0.02
경기도 광명시,다사418414,"POLYGON ((126.8418221681818 37.46998724131985, 126.84181426514363 37.470888552882414, 126.8429451003544 37.470894846584905, 126.8429529898167 37.46999353481857, 126.8418221681818 37.46998724131985))",광명시흥 공공주택지구,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.4,0.9,0.0,4.2,1.8,0.0,0.0,13.96,0.02
경기도 광명시,다사417414,"POLYGON ((126.84069134689888 37.46998093700028, 126.84068343028483 37.470882248358734, 126.84181426514363 37.470888552882414, 126.8418221681818 37.46998724131985, 126.84069134689888 37.46998093700028))",광명시흥 공공주택지구,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.8,0.9,0.0,4.2,1.8,0.0,0.0,13.96,0.02
경기도 광명시,다사416383,"POLYGON ((126.83980618676476 37.4420339070199, 126.8397982675155 37.44293522249033, 126.84092868145073 37.44294153149899, 126.84093658714285 37.44204021582422, 126.83980618676476 37.4420339070199))",광명시흥 공공주택지구,0.0,0.0,0.7413440217030852,0.0,0.0,0.2586559782969147,0.0,0.0,279.7,0.6,22741.6,5.4,3.6,2.4,0.0,84.04,0.03
경기도 광명시,다사416385,"POLYGON ((126.83979034791355 37.443836537821554, 126.83978242795892 37.44473785301356, 126.84091286901028 37.44474416243086, 126.84092077540656 37.44384284703453, 126.83979034791355 37.443836537821554))",광명시흥 공공주택지구,0.0,0.0,0.9313151027795056,0.0,0.0,0.06868489722049445,0.0,0.0,413.9,0.9,4419.5,4.9,1.8,160.2,0.0,8.78,0.43
경기도 광명시,다사415383,"POLYGON ((126.83867578673933 37.442027587405576, 126.83866785393295 37.44292890267137, 126.8397982675155 37.44293522249033, 126.83980618676476 37.4420339070199, 126.83867578673933 37.442027587405576))",광명시흥 공공주택지구,0.0,0.0,0.8127663225854806,0.0,0.0,0.1872336774145193,0.0,0.0,325.1,1.2,15686.0,5.2,2.8,335.5,0.0,39.82,0.88
경기도 광명시,다사416384,"POLYGON ((126.8397982675155 37.44293522249033, 126.83979034791355 37.443836537821554, 126.84092077540656 37.44384284703453, 126.84092868145073 37.44294153149899, 126.8397982675155 37.44293522249033))",광명시흥 공공주택지구,0.0,0.0,0.9470968141237123,0.0,0.0,0.05290318587628781,0.0,0.0,427.2,0.9,4261.0,4.9,1.8,149.3,0.0,9.62,0.4
경기도 광명시,다사415384,"POLYGON ((126.83866785393295 37.44292890267137, 126.83865992077327 37.44383021779791, 126.83979034791355 37.443836537821554, 126.8397982675155 37.44293522249033, 126.83866785393295 37.44292890267137))",광명시흥 공공주택지구,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,474.9,1.3,0.0,5.2,1.9,239.2,0.0,17.57,0.64
경기도 광명시,다사426405,"POLYGON ((126.85093888532084 37.46192546141473, 126.8509310940139 37.462826775850466, 126.85206180985622 37.46283298117452, 126.85206958759258 37.461931666537865, 126.85093888532084 37.46192546141473))",광명시흥 공공주택지구,0.0,0.11135543790882198,0.6002450744497186,0.043403664053127705,0.04698732462503358,0.1980084989632982,0.0,0.0,81.7,0.9,17861.6,4.9,2.7,129.7,966.88,58.82,0.35
경기도 광명시,다사420371,"POLYGON ((126.84442214331969 37.431243271092555, 126.84441428250096 37.432144589048505, 126.8455445351942 37.43215085238109, 126.84555238246297 37.43124953422228, 126.84442214331969 37.431243271092555))",광명시흥 공공주택지구,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.9,0.9,0.0,4.2,1.8,0.0,0.0,13.96,0.02
경기도 광명시,다사421371,"POLYGON ((126.84555238246297 37.43124953422228, 126.8455445351942 37.43215085238109, 126.8466747882369 37.43215710490752, 126.84668262195567 37.431255786546195, 126.84555238246297 37.43124953422228))",광명시흥 공공주택지구,0.5316145846560243,0.0,0.0,0.20656986466285882,0.0,0.26181555068111684,0.0,0.0,296.6,0.8,22085.7,4.3,4.5,32.7,0.0,173.9,0.1
경기도 광명시,다사419370,"POLYGON ((126.84329977854449 37.43033567926507, 126.84329190452645 37.431236997157015, 126.84442214331969 37.431243271092555, 126.84443000378836 37.43034195299741, 126.84329977854449 37.43033567926507))",광명시흥 공공주택지구,0.04335601337779762,0.0,0.0,0.0,0.0,0.28826430052233415,0.0,0.6683796860998682,24.2,1.2,14900.5,4.8,2.4,11.0,0.0,45.72,0.05
경기도 광명시,다사420372,"POLYGON ((126.84441428250096 37.432144589048505, 126.84440642133217 37.433045906865274, 126.84553668757599 37.43305217040072, 126.8455445351942 37.43215085238109, 126.84441428250096 37.432144589048505))",광명시흥 공공주택지구,0.8490819605659596,0.0,0.0,4.488724379993054e-06,0.0,0.15091355070966034,0.0,0.0,473.7,0.9,4995.8,4.3,1.8,0.0,0.0,14.6,0.02
경기도 광명시,다사421372,"POLYGON ((126.8455445351942 37.43215085238109, 126.84553668757599 37.43305217040072, 126.84666695416928 37.43305842312965, 126.8466747882369 37.43215710490752, 126.8455445351942 37.43215085238109))",광명시흥 공공주택지구,0.23754407508709446,0.0,0.0,0.29878617104630056,0.0,0.46366975386660486,0.0,0.0,112.5,0.7,48599.5,4.1,7.4,599.1,0.0,619.13,1.56
경기도 광명시,다사428355,"POLYGON ((126.85358805797397 37.41687194153893, 126.85358031107705 37.41777326333419, 126.85471034981991 37.41777943701673, 126.8547180831764 37.4168781150215, 126.85358805797397 37.41687194153893))",광명시흥 공공주택지구,0.0,0.31066970743862243,0.49085465681288315,0.0,0.0,0.1984756357484944,0.0,0.0,0.0,0.2,28455.8,3.8,7.2,664.6,0.0,128.37,1.73
경기도 광명시,다사423389,"POLYGON ((126.8476720454629 37.447485740912335, 126.84766421902302 37.44838705697049, 126.84879471676634 37.44839329151791, 126.84880252964533 37.44749197525786, 126.8476720454629 37.447485740912335))",광명시흥 공공주택지구,0.591735530629668,0.0012196054662649701,0.0,0.0,0.16858510499162488,0.23845975891244234,0.0,0.0,500.9,1.1,8566.4,4.3,1.8,0.0,660.14,14.94,0.02
경기도 광명시,다사430359,"POLYGON ((126.8558172273964 37.42048956564855, 126.85580950620519 37.421390887286954, 126.85693959980415 37.42139704016537, 126.85694730745247 37.420495718327665, 126.8558172273964 37.42048956564855))",광명시흥 공공주택지구,0.0,0.0,0.9186968350784794,0.0,0.0,0.08130316492152058,0.0,0.0,0.0,0.2,4749.7,3.6,1.4,0.0,0.0,11.5,0.02
경기도 광명시,다사430360,"POLYGON ((126.85580950620519 37.421390887286954, 126.85580178467012 37.4222922087862, 126.8569318918126 37.42229836186394, 126.85693959980415 37.42139704016537, 126.85580950620519 37.421390887286954))",광명시흥 공공주택지구,0.0,0.0,0.996507553740303,0.0,0.0,0.003492446259697042,0.0,0.0,0.0,0.1,180.6,3.3,1.5,0.0,0.0,3.97,0.02
경기도 광명시,다사429360,"POLYGON ((126.85467941295006 37.42138472360647, 126.85467167787154 37.42228604490609, 126.85580178467012 37.4222922087862, 126.85580950620519 37.421390887286954, 126.85467941295006 37.42138472360647))",광명시흥 공공주택지구,0.0,0.0,0.28952561526438814,0.3398978925634484,0.0,0.37057649217216354,0.0,0.0,0.0,0.0,83712.8,2.9,9.2,590.6,0.0,746.14,1.54
경기도 광명시,다사430361,"POLYGON ((126.85580178467012 37.4222922087862, 126.85579406279123 37.42319353014636, 126.8569241834778 37.423199683423384, 126.8569318918126 37.42229836186394, 126.85580178467012 37.4222922087862))",광명시흥 공공주택지구,0.0,0.0,0.09338196726742246,0.5861749761882639,0.0,0.32044305654431376,0.0,0.0,0.0,0.0,21093.1,4.2,5.4,1583.2,0.0,96.0,4.09
경기도 광명시,다사429361,"POLYGON ((126.85467167787154 37.42228604490609, 126.85466394244854 37.42318736606655, 126.85579406279123 37.42319353014636, 126.85580178467012 37.4222922087862, 126.85467167787154 37.42228604490609))",광명시흥 공공주택지구,0.0,0.0,0.0,0.20214239000476095,0.0,0.7978576099952389,0.0,0.0,0.0,1.3,71511.9,3.9,8.2,517.3,0.0,656.53,1.35
경기도 광명시,다사417377,"POLYGON ((126.84098401390294 37.43663231885213, 126.84097611032293 37.437533635362186, 126.84210644327632 37.43753993233678, 126.84211433330283 37.4366386156228, 126.84098401390294 37.43663231885213))",광명시흥 공공주택지구,0.0,0.0,0.7497230956071668,0.0,0.0,0.1736829124813342,0.07659399191149899,0.0,228.8,1.3,18484.3,16.0,3.0,0.0,221.77,56.32,0.02
경기도 광명시,다사415379,"POLYGON ((126.8387075144324 37.43842232495022, 126.83869958303897 37.43932364077289, 126.83982994239666 37.439329959773225, 126.83983786023535 37.43842864374591, 126.8387075144324 37.43842232495022))",광명시흥 공공주택지구,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.3,7819.5,0.0,26.8,20.12
경기도 광명시,다사415380,"POLYGON ((126.83869958303897 37.43932364077289, 126.83869165129232 37.44022495645635, 126.83982202420532 37.44023127566133, 126.83982994239666 37.439329959773225, 126.83869958303897 37.43932364077289))",광명시흥 공공주택지구,0.0,0.7437469670602087,0.0,0.0,0.0,0.2562530329397913,0.0,0.0,0.0,0.0,14682.2,4.0,2.2,234.6,0.0,36.14,0.62
경기도 광명시,다사424410,"POLYGON ((126.84863838609631 37.4664195874873, 126.84863056590703 37.46732090082409, 126.84976134891664 37.467327128792554, 126.84976915553233 37.46642581525412, 126.84863838609631 37.4664195874873))",광명시흥 공공주택지구,0.0,0.0,0.4773821415220577,0.5226178584779423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.5,1773.4,0.0,8.11,4.58
경기도 광명시,다사423410,"POLYGON ((126.84750761700856 37.46641334890098, 126.84749978324572 37.46731466203576, 126.84863056590703 37.46732090082409, 126.84863838609631 37.4664195874873, 126.84750761700856 37.46641334890098))",광명시흥 공공주택지구,0.0,0.0,0.7919899986727573,0.13393635851794036,0.0,0.07407364280930227,0.0,0.0,0.0,0.1,3139.2,3.5,1.3,609.2,0.0,7.17,1.59
경기도 광명시,다사423411,"POLYGON ((126.84749978324572 37.46731466203576, 126.84749194913401 37.468215975031335, 126.84862274536947 37.468222214021665, 126.84863056590703 37.46732090082409, 126.84749978324572 37.46731466203576))",광명시흥 공공주택지구,0.0,0.0,0.5010684068200599,0.31582982520666786,0.0,0.18310176797327232,0.0,0.0,0.0,0.2,32766.0,3.7,7.9,920.3,0.0,313.56,2.39
