gbn,gid,geometry,zoneName,공동주택,공원,기타,녹지,단독주택,도로,상업,하천,거주인구,사업체당종사자수,ALL_AADT,유동인구,가중혼잡도,녹지면적,예측_탄소배출량(통합),예측_탄소배출량(수송),예측_탄소흡수량
경기도 광명시,다사426408,"POLYGON ((126.850915510359 37.46462940430436, 126.85090771801103 37.4655307183225, 126.85203847456877 37.46553692424934, 126.85204625334435 37.464635610030264, 126.850915510359 37.46462940430436))",광명시흥 공공주택지구,0.0,0.310416348773941,0.0,0.0,0.3265988846900182,0.3629847665360409,0.0,0.0,57.1,1.1,39299.3,5.0,4.7,215.0,906.44,462.07,0.57
경기도 광명시,다사415385,"POLYGON ((126.83865992077327 37.44383021779791, 126.8386519872603 37.444731532785234, 126.83978242795892 37.44473785301356, 126.83979034791355 37.443836537821554, 126.83865992077327 37.44383021779791))",광명시흥 공공주택지구,0.0,0.013881497025918682,0.9501420923175117,0.0,0.0,0.0359764106565695,0.0,0.0,429.8,0.9,3296.0,4.9,1.8,149.3,0.0,6.29,0.4
경기도 광명시,다사414385,"POLYGON ((126.83752949398627 37.4438238869636, 126.837521546915 37.4447252017459, 126.8386519872603 37.444731532785234, 126.83865992077327 37.44383021779791, 126.83752949398627 37.4438238869636))",광명시흥 공공주택지구,0.0,0.2224830540192955,0.16699982032101168,0.0,0.0,0.12740308991756513,0.0,0.48311403574212763,1.8,1.1,9549.8,3.9,3.0,39.4,0.0,141.12,0.12
경기도 광명시,다사418407,"POLYGON ((126.84187747959504 37.463678056482955, 126.84186957902027 37.464579369020235, 126.84300031921244 37.464585661296475, 126.84300820621552 37.46368434855545, 126.84187747959504 37.463678056482955))",광명시흥 공공주택지구,0.0,0.2113836481781423,0.0,0.12546691481349848,0.0,0.026312637117523064,0.0,0.6368367998908361,0.0,0.0,3928.1,2.4,1.4,397.5,0.0,5.17,1.04
경기도 광명시,다사418408,"POLYGON ((126.84186957902027 37.464579369020235, 126.84186167809362 37.46548068141828, 126.84299243185805 37.46548697389825, 126.84300031921244 37.464585661296475, 126.84186957902027 37.464579369020235))",광명시흥 공공주택지구,0.0,0.19734059742578558,0.0,0.03878953438128046,0.10007092528495773,0.03195803652209975,0.0,0.6318409063858764,116.0,1.1,4852.7,4.4,1.6,293.3,913.65,7.01,0.77
경기도 광명시,다사416371,"POLYGON ((126.83990119025312 37.43121811051564, 126.83989327523467 37.43211942765665, 126.84102352652403 37.43212573421382, 126.84103142799256 37.43122441686855, 126.83990119025312 37.43121811051564))",광명시흥 공공주택지구,0.0,0.17853924875221475,0.10696965715600208,0.0,0.0,0.29852077272217314,0.0,0.41597032136961,0.0,0.0,35447.8,3.7,7.6,11.0,0.0,259.3,0.05
경기도 광명시,다사429368,"POLYGON ((126.85461752267616 37.428595290107566, 126.85460978484154 37.42949661029409, 126.85574000000966 37.42950277577166, 126.85574772429598 37.42860145538543, 126.85461752267616 37.428595290107566))",광명시흥 공공주택지구,0.0,0.0,0.16663893625826703,0.33713874153075224,0.0,0.4962223222109807,0.0,0.0,0.0,0.1,40002.8,4.0,7.8,782.9,0.0,642.3,2.03
경기도 광명시,다사429369,"POLYGON ((126.85460978484154 37.42949661029409, 126.8546020466623 37.43039793034146, 126.85573227537937 37.43040409601873, 126.85574000000966 37.42950277577166, 126.85460978484154 37.42949661029409))",광명시흥 공공주택지구,0.0,0.0,0.27021422971299275,0.23668811176799587,0.0,0.49309765851901133,0.0,0.0,0.0,0.1,101524.3,3.7,10.9,513.1,0.0,1422.24,1.34
경기도 광명시,다사429367,"POLYGON ((126.85462526016623 37.427693969781906, 126.85461752267616 37.428595290107566, 126.85574772429598 37.42860145538543, 126.85575544823836 37.427700134860096, 126.85462526016623 37.427693969781906))",광명시흥 공공주택지구,0.0,0.0,0.07229661118343503,0.289835934548679,0.0,0.637867454267886,0.0,0.0,0.0,0.0,38806.5,4.0,6.8,702.4,0.0,607.65,1.83
경기도 광명시,다사425407,"POLYGON ((126.84979257329344 37.46372187380358, 126.84978476772072 37.464623187759635, 126.850915510359 37.46462940430436, 126.85092330235997 37.46372809014703, 126.84979257329344 37.46372187380358))",광명시흥 공공주택지구,0.0,0.023057484280681696,0.0,0.13202799208953284,0.42117956580760396,0.4237349578221815,0.0,0.0,348.7,1.0,37722.2,4.7,4.6,38.9,861.54,473.55,0.12
경기도 광명시,다사426407,"POLYGON ((126.85092330235997 37.46372809014703, 126.850915510359 37.46462940430436, 126.85204625334435 37.464635610030264, 126.85205403177349 37.463734295672, 126.85092330235997 37.46372809014703))",광명시흥 공공주택지구,0.0,0.4619686506768111,0.0,0.0,0.37166792718287256,0.1663634221403163,0.0,0.0,42.4,1.1,19828.4,4.9,4.1,1779.0,912.16,104.55,4.59
경기도 광명시,다사422409,"POLYGON ((126.8463846952566 37.46550578642348, 126.8463768482697 37.46640709949515, 126.84750761700856 37.46641334890098, 126.84751545042253 37.465512035626965, 126.8463846952566 37.46550578642348))",광명시흥 공공주택지구,0.0,0.0,0.27117845047554046,0.4278705970005917,0.0,0.3009509525238678,0.0,0.0,0.0,0.0,95952.7,3.6,8.5,811.4,0.0,794.2,2.11
경기도 광명시,다사423409,"POLYGON ((126.84751545042253 37.465512035626965, 126.84750761700856 37.46641334890098, 126.84863838609631 37.4664195874873, 126.84864620593731 37.465518274011295, 126.84751545042253 37.465512035626965))",광명시흥 공공주택지구,0.0,0.0,0.13463162266660803,0.8618519888408293,0.0,0.0035163884925626917,0.0,0.0,0.0,1.0,331.9,3.4,1.5,3660.8,0.0,3.97,9.43
경기도 광명시,다사417367,"POLYGON ((126.84106303034827 37.427619146095424, 126.84105513028707 37.4285204639975, 126.84218532773225 37.428526758932925, 126.84219321424595 37.427625440826965, 126.84106303034827 37.427619146095424))",광명시흥 공공주택지구,0.0,0.32337684304386793,0.11736509701891054,0.0,0.0,0.0,0.0,0.5592580599372214,0.0,0.1,0.0,3.5,1.5,150.6,0.0,8.11,0.41
경기도 광명시,다사428381,"POLYGON ((126.85338652649352 37.44030626299519, 126.85337877062189 37.44120758117267, 126.85450916162807 37.44121376005645, 126.85451690394358 37.44031244167888, 126.85338652649352 37.44030626299519))",광명시흥 공공주택지구,0.0,0.0,0.0,0.46273806652830335,0.0,0.5372619334716966,0.0,0.0,0.0,0.9,55077.9,4.1,7.8,1159.5,0.0,689.0,3.0
경기도 광명시,다사419407,"POLYGON ((126.84300820621552 37.46368434855545, 126.84300031921244 37.464585661296475, 126.84413105975585 37.46459194275394, 126.84413893318727 37.46369062980954, 126.84300820621552 37.46368434855545))",광명시흥 공공주택지구,0.0,0.547463751408427,0.0,0.0,0.326265708227769,0.12627054036380392,0.0,0.0,199.1,1.1,14571.0,4.6,2.6,1904.1,903.3,51.0,4.92
경기도 광명시,다사419408,"POLYGON ((126.84300031921244 37.464585661296475, 126.84299243185805 37.46548697389825, 126.84412318597377 37.46549325555912, 126.84413105975585 37.46459194275394, 126.84300031921244 37.464585661296475))",광명시흥 공공주택지구,0.0,1.0554080851113183e-05,0.0,0.17407861751001705,0.4358596401782914,0.3900511882308405,0.0,0.0,306.6,0.9,35685.0,4.6,4.6,41.7,1049.59,411.23,0.13
경기도 광명시,다사423388,"POLYGON ((126.84767987155422 37.446584424714956, 126.8476720454629 37.447485740912335, 126.84880252964533 37.44749197525786, 126.84881034217636 37.44659065885861, 126.84767987155422 37.446584424714956))",광명시흥 공공주택지구,0.4851083679501929,0.05675372257448838,0.0,0.0,0.19113186372652738,0.2670060457487914,0.0,0.0,451.6,0.9,10748.2,3.8,2.0,1.9,776.46,27.23,0.03
경기도 광명시,다사429355,"POLYGON ((126.8547180831764 37.4168781150215, 126.85471034981991 37.41777943701673, 126.85584038890714 37.41778559989863, 126.85584810872318 37.416884277703744, 126.8547180831764 37.4168781150215))",광명시흥 공공주택지구,0.0,0.08475144628972717,0.0,0.006405680593878318,0.0,0.9088428731163944,0.0,0.0,0.0,0.3,105457.0,4.4,11.5,2380.3,0.0,1419.62,6.14
경기도 광명시,다사427354,"POLYGON ((126.85246579320832 37.41596443552199, 126.85245803311652 37.41686575725607, 126.85358805797397 37.41687194153893, 126.85359580452595 37.41597061960453, 126.85246579320832 37.41596443552199))",광명시흥 공공주택지구,0.0,0.0,0.00113386683479354,0.016379245189220192,0.0,0.9824868879759863,0.0,0.0,0.0,1.2,114586.5,4.5,12.0,1234.6,0.0,1613.63,3.19
경기도 광명시,다사428354,"POLYGON ((126.85359580452595 37.41597061960453, 126.85358805797397 37.41687194153893, 126.8547180831764 37.4168781150215, 126.85472581618852 37.415976792887115, 126.85359580452595 37.41597061960453))",광명시흥 공공주택지구,0.0,0.054695021737938755,0.028063815652150357,0.1446487624349646,0.0,0.7725924001749463,0.0,0.0,0.0,0.1,94117.8,4.3,8.7,893.9,0.0,943.92,2.32
경기도 광명시,다사429354,"POLYGON ((126.85472581618852 37.415976792887115, 126.8547180831764 37.4168781150215, 126.85584810872318 37.416884277703744, 126.85585582819544 37.41598295536975, 126.85472581618852 37.415976792887115))",광명시흥 공공주택지구,0.0,0.06471463909127752,0.0,0.09134514313417952,0.0,0.8439402177745429,0.0,0.0,0.0,0.2,94827.0,4.1,9.2,1094.4,0.0,989.57,2.83
경기도 광명시,다사424364,"POLYGON ((126.84899773858551 37.42495902352282, 126.84898993439984 37.42586034326227, 126.85012009364976 37.42586656195999, 126.8501278842896 37.42496524201913, 126.84899773858551 37.42495902352282))",광명시흥 공공주택지구,0.5996945360446929,0.0,0.0,0.06246601820724653,0.05330673849983848,0.2420056923257031,0.04252701492251904,0.0,352.5,1.0,10071.0,10.3,2.0,1.7,1141.44,48.35,0.03
경기도 광명시,다사425364,"POLYGON ((126.8501278842896 37.42496524201913, 126.85012009364976 37.42586656195999, 126.8512502532466 37.42587276985396, 126.85125803034062 37.42497144971201, 126.8501278842896 37.42496524201913))",광명시흥 공공주택지구,0.5002426730534358,0.17247262291288956,0.0,0.0,0.06857720886690877,0.2587074951667657,0.0,0.0,295.3,0.8,10602.0,3.9,1.9,326.9,915.87,28.11,0.86
경기도 광명시,다사427368,"POLYGON ((126.85235712047078 37.42858292713728, 126.8523493555396 37.42948424692335, 126.85347957001798 37.42949043401132, 126.85348732140089 37.42858911402484, 126.85235712047078 37.42858292713728))",광명시흥 공공주택지구,0.0,0.29962819801523183,0.0,0.0,0.2667962911748325,0.4335755108099356,0.0,0.0,382.6,1.2,45520.1,5.0,4.2,172.5,1009.71,202.18,0.46
경기도 광명시,다사426367,"POLYGON ((126.85123469801954 37.42767540972039, 126.85122691988647 37.42857672944488, 126.85235712047078 37.42858292713728, 126.85236488505622 37.42768160721205, 126.85123469801954 37.42767540972039))",광명시흥 공공주택지구,0.0,0.07276843524045137,0.0,0.0,0.7922524339373787,0.13497913082217,0.0,0.0,223.2,0.6,13201.6,4.3,2.3,26.2,514.88,20.92,0.09
경기도 광명시,다사414384,"POLYGON ((126.83753744070367 37.44292257204208, 126.83752949398627 37.4438238869636, 126.83865992077327 37.44383021779791, 126.83866785393295 37.44292890267137, 126.83753744070367 37.44292257204208))",광명시흥 공공주택지구,0.0,0.2276732153126382,0.2507165190330659,0.0,0.0,0.0,0.0,0.5216102656542958,28.0,0.9,0.0,4.5,1.8,455.9,0.0,13.96,1.19
경기도 광명시,다사414383,"POLYGON ((126.83754538706715 37.44202125698132, 126.83753744070367 37.44292257204208, 126.83866785393295 37.44292890267137, 126.83867578673933 37.442027587405576, 126.83754538706715 37.44202125698132))",광명시흥 공공주택지구,0.0,0.1820920909268274,0.17051491572548239,0.0,0.0,0.30373312283315074,0.0,0.34365987051453945,25.6,1.0,31500.9,5.1,4.4,275.3,0.0,157.54,0.73
경기도 광명시,다사424350,"POLYGON ((126.84910696070247 37.41234053255947, 126.84909916138061 37.41324185424702, 126.85022913104406 37.41324807012521, 126.85023691682854 37.412346748236295, 126.84910696070247 37.41234053255947))",광명시흥 공공주택지구,0.0,0.0,0.6397063126230969,0.23094672985062828,0.0,0.12934695752627487,0.0,0.0,0.0,0.4,10627.3,3.3,3.1,172.2,0.0,26.9,0.46
경기도 광명시,다사419364,"POLYGON ((126.8433470152899 37.424927768990486, 126.84333914337543 37.425829087717545, 126.8444693008816 37.42583536043394, 126.84447715925033 37.42493404150369, 126.8433470152899 37.424927768990486))",광명시흥 공공주택지구,0.0,0.07949803166415119,0.004286371120478304,0.0,0.0,0.0,0.0,0.9162155972153705,0.0,0.3,0.0,2.8,1.5,6.2,0.0,8.11,0.04
경기도 광명시,다사420363,"POLYGON ((126.84448501726914 37.424032722434276, 126.84447715925033 37.42493404150369, 126.84560730356074 37.42494030321354, 126.8456151480344 37.42403898394131, 126.84448501726914 37.424032722434276))",광명시흥 공공주택지구,0.0,0.1679023604864696,0.30376451127920634,0.0,0.0,0.3050264441962097,0.0,0.22330668403811452,0.0,0.0,24211.5,3.6,3.4,20.5,0.0,113.55,0.07
경기도 광명시,다사420364,"POLYGON ((126.84447715925033 37.42493404150369, 126.8444693008816 37.42583536043394, 126.84559945873777 37.42584162234662, 126.84560730356074 37.42494030321354, 126.84447715925033 37.42493404150369))",광명시흥 공공주택지구,0.0,0.1574907824546058,0.22428349517739454,0.0,0.0,0.0,0.0,0.6182257223679998,0.0,0.1,0.0,2.7,1.5,2.8,0.0,8.11,0.03
경기도 광명시,다사416399,"POLYGON ((126.83967943644612 37.45645493783967, 126.83967151155204 37.457356251082416, 126.84080214248367 37.457362563360796, 126.84081005381096 37.45646124991366, 126.83967943644612 37.45645493783967))",광명시흥 공공주택지구,0.0,0.07310290800508587,0.0,0.0,0.0,0.0,0.8966436097819958,0.030253482212918403,453.2,1.1,0.0,14.9,2.0,14.8,221.77,49.08,0.06
경기도 광명시,다사416398,"POLYGON ((126.83968736098727 37.45555362445769, 126.83967943644612 37.45645493783967, 126.84081005381096 37.45646124991366, 126.8408179647859 37.45555993632729, 126.83968736098727 37.45555362445769))",광명시흥 공공주택지구,0.0,0.0007633920065163367,0.06128187715065534,0.0,0.0,0.0,0.9379547308428283,0.0,509.0,1.1,0.0,14.0,2.0,0.0,221.77,49.08,0.02
경기도 광명시,다사417400,"POLYGON ((126.84080214248367 37.457362563360796, 126.84079423080408 37.4582638766687, 126.84192487565548 37.4582701783352, 126.84193277376767 37.45736886482324, 126.84080214248367 37.457362563360796))",광명시흥 공공주택지구,0.014063753815020997,0.47236499951385297,0.0,0.0,0.0,0.25353244688424886,0.16851856837955426,0.09152023140732299,51.5,1.2,22732.5,14.2,4.4,736.4,221.77,57.55,1.91
경기도 광명시,다사417398,"POLYGON ((126.8408179647859 37.45555993632729, 126.84081005381096 37.45646124991366, 126.8419406715281 37.456467551172054, 126.84194856893684 37.45556623738165, 126.8408179647859 37.45555993632729))",광명시흥 공공주택지구,0.3346629225320624,0.0,0.015617051246200107,0.0,0.0,0.21257519065114847,0.43714483557058903,0.0,510.2,0.9,9903.8,16.2,2.0,0.0,221.77,54.67,0.02
경기도 광명시,다사416400,"POLYGON ((126.83967151155204 37.457356251082416, 126.83966358630504 37.45825756418592, 126.84079423080408 37.4582638766687, 126.84080214248367 37.457362563360796, 126.83967151155204 37.457356251082416))",광명시흥 공공주택지구,0.0,0.14244360563500832,0.0,0.0,0.0,0.0,0.10866583963526953,0.748890554729722,23.8,1.1,0.0,14.5,2.0,130.1,221.77,49.08,0.36
경기도 광명시,다사415398,"POLYGON ((126.83855675754155 37.455547301772874, 126.83854881943422 37.45644861495012, 126.83967943644612 37.45645493783967, 126.83968736098727 37.45555362445769, 126.83855675754155 37.455547301772874))",광명시흥 공공주택지구,0.0,0.1661520975423875,0.04236518376135013,0.0,0.0,0.0,0.1839388181563785,0.6075439005398839,42.6,1.0,0.0,14.5,2.0,185.6,221.77,49.08,0.5
경기도 광명시,다사417399,"POLYGON ((126.84081005381096 37.45646124991366, 126.84080214248367 37.457362563360796, 126.84193277376767 37.45736886482324, 126.8419406715281 37.456467551172054, 126.84081005381096 37.45646124991366))",광명시흥 공공주택지구,0.14369103403463962,0.0,0.0,0.0,0.0,0.16561675440731333,0.690692211558047,0.0,477.3,1.2,7523.1,16.2,1.6,0.0,221.77,13.19,0.02
경기도 시흥시,다사416363,"POLYGON ((126.83996449771332 37.42400756837615, 126.83995658551412 37.42490888663079, 126.84108672842116 37.42491519155402, 126.84109462707528 37.42401387309516, 126.83996449771332 37.42400756837615))",광명시흥 공공주택지구,0.0,0.0,0.0,0.0,0.0,0.041874030065306406,0.9581259699346937,0.0,532.1,1.1,8229.7,16.0,1.8,0.0,221.77,8.43,0.02
경기도 시흥시,다사416364,"POLYGON ((126.83995658551412 37.42490888663079, 126.83994867296256 37.425810204746234, 126.8410788294153 37.425816509873684, 126.84108672842116 37.42491519155402, 126.83995658551412 37.42490888663079))",광명시흥 공공주택지구,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,601.9,1.5,0.0,14.1,2.0,12.7,249.49,49.08,0.05
경기도 광명시,다사417365,"POLYGON ((126.8410788294153 37.425816509873684, 126.84107093005768 37.42671782805415, 126.84220110040846 37.42672412258181, 126.84220898621979 37.425822804197466, 126.8410788294153 37.425816509873684))",광명시흥 공공주택지구,0.0,0.22246628912262126,0.26127892087654286,0.0,0.0,0.0024242107007739233,0.2756948385851898,0.23813574071487215,67.8,1.1,447.1,14.3,2.1,209.8,221.77,15.88,0.56
경기도 광명시,다사417366,"POLYGON ((126.84107093005768 37.42671782805415, 126.84106303034827 37.427619146095424, 126.84219321424595 37.427625440826965, 126.84220110040846 37.42672412258181, 126.84107093005768 37.42671782805415))",광명시흥 공공주택지구,0.0,0.1101886348517312,0.3487544642828978,0.0,0.0,0.0,0.0,0.5410569008653708,0.0,0.2,0.0,3.7,1.5,5.7,0.0,8.11,0.04
경기도 시흥시,다사417364,"POLYGON ((126.84108672842116 37.42491519155402, 126.8410788294153 37.425816509873684, 126.84220898621979 37.425822804197466, 126.84221687167995 37.42492148567391, 126.84108672842116 37.42491519155402))",광명시흥 공공주택지구,0.0,0.11238187443572105,0.1641661477968494,0.0,0.0,0.0,0.7234519777674295,0.0,280.4,1.1,0.0,15.7,2.0,54.3,221.77,49.08,0.16
경기도 광명시,다사436353,"POLYGON ((126.86264354532703 37.41511837980238, 126.8626359074344 37.4160197034659, 126.86376592183484 37.41602579034856, 126.86377354618811 37.41512446648787, 126.86264354532703 37.41511837980238))",광명시흥 공공주택지구,0.0,0.0,0.4798182548350159,0.05227593736627154,0.0,0.46790580779871255,0.0,0.0,0.0,0.3,59571.0,3.9,8.7,10.9,0.0,603.16,0.05
경기도 광명시,다사436355,"POLYGON ((126.86262826920165 37.41692102699034, 126.86262063062875 37.41782235037567, 126.86375067210975 37.41782843765271, 126.86375829714207 37.41692711407018, 126.86262826920165 37.41692102699034))",광명시흥 공공주택지구,0.0,0.0,0.4919461049145435,0.5080538950854565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,1.5,844.2,0.0,8.11,2.19
경기도 광명시,다사436356,"POLYGON ((126.86262063062875 37.41782235037567, 126.8626129917157 37.418723673621926, 126.86374304673785 37.418729761096145, 126.86375067210975 37.41782843765271, 126.86262063062875 37.41782235037567))",광명시흥 공공주택지구,0.0,0.0,0.11069416948282625,0.8893058305171738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.4,6996.6,0.0,5.2,18.01
경기도 광명시,다사436354,"POLYGON ((126.8626359074344 37.4160197034659, 126.86262826920165 37.41692102699034, 126.86375829714207 37.41692711407018, 126.86376592183484 37.41602579034856, 126.8626359074344 37.4160197034659))",광명시흥 공공주택지구,0.0,0.0,0.47787468886775913,0.5221253111322408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.5,1773.4,0.0,8.11,4.58
경기도 광명시,다사419405,"POLYGON ((126.84302397916802 37.46188172265568, 126.8430160928674 37.46278303567517, 126.84414680626804 37.46278931672589, 126.84415467899821 37.46188800350303, 126.84302397916802 37.46188172265568))",광명시흥 공공주택지구,0.0,0.2232410380680724,0.0,0.0,0.0,0.5448504958374087,0.18585772666672315,0.04605073942779563,0.0,0.4,57503.7,12.3,7.4,160.7,0.0,661.09,0.43
경기도 광명시,다사420405,"POLYGON ((126.84415467899821 37.46188800350303, 126.84414680626804 37.46278931672589, 126.84527752001931 37.46279558695854, 126.84528537917899 37.46189427353266, 126.84415467899821 37.46188800350303))",광명시흥 공공주택지구,0.0,0.0,0.0,0.0,0.0,0.47782106299642335,0.5221789370035765,0.0,0.0,0.8,30295.4,13.6,3.9,0.0,0.0,190.33,0.02
경기도 광명시,다사421405,"POLYGON ((126.84528537917899 37.46189427353266, 126.84527752001931 37.46279558695854, 126.84640823412062 37.46280184637311, 126.84641607970977 37.46190053274456, 126.84528537917899 37.46189427353266))",광명시흥 공공주택지구,0.0,0.0011184164466660706,0.0,0.0,0.0,0.6543894647688738,0.3444921187844601,0.0,0.0,1.3,83115.3,14.3,9.3,26.5,0.0,619.89,0.09
경기도 광명시,다사420406,"POLYGON ((126.84414680626804 37.46278931672589, 126.84413893318727 37.46369062980954, 126.84526966050966 37.46369690024522, 126.84527752001931 37.46279558695854, 126.84414680626804 37.46278931672589))",광명시흥 공공주택지구,0.0,0.20559341858535674,0.33414544394196427,0.0,0.0,0.2236770609227445,0.23658407654993452,0.0,0.0,0.9,28220.4,12.5,4.1,276.8,0.0,129.45,0.73
경기도 광명시,다사421406,"POLYGON ((126.84527752001931 37.46279558695854, 126.84526966050966 37.46369690024522, 126.84640038818205 37.46370315986247, 126.84640823412062 37.46280184637311, 126.84527752001931 37.46279558695854))",광명시흥 공공주택지구,0.0,0.3266910663610557,0.0026908326936293187,0.0,0.0,0.5269359802325375,0.1436821207127773,0.0,0.0,0.2,198200.6,12.4,10.8,797.7,0.0,1442.79,2.07
경기도 광명시,다사426381,"POLYGON ((126.85112577263013 37.44029387319967, 126.8511179896463 37.44119519097587, 126.85224837996108 37.44120139147913, 126.85225614938884 37.44030007350214, 126.85112577263013 37.44029387319967))",광명시흥 공공주택지구,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,131021.0,4.6,12.0,1417.8,0.0,1613.63,3.67
경기도 광명시,다사426382,"POLYGON ((126.8511179896463 37.44119519097587, 126.85111020631582 37.44209650861292, 126.85224061018731 37.44210270931699, 126.85224837996108 37.44120139147913, 126.8511179896463 37.44119519097587))",광명시흥 공공주택지구,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,131021.0,4.6,12.0,1417.8,0.0,1613.63,3.67
경기도 광명시,다사417408,"POLYGON ((126.84073883917995 37.46457306592526, 126.84073092468107 37.465474378119225, 126.84186167809362 37.46548068141828, 126.84186957902027 37.464579369020235, 126.84073883917995 37.46457306592526))",광명시흥 공공주택지구,0.0,0.41821354559031765,0.0,0.10628321593259292,0.0,0.3329765322985977,0.0,0.14252670617849172,0.0,0.0,34934.3,3.9,7.4,660.6,0.0,582.99,1.72
경기도 광명시,다사419381,"POLYGON ((126.84321314505765 37.44025016842063, 126.84320526718156 37.441151484781386, 126.8443356550574 37.441157760952485, 126.84434351937753 37.44025644438848, 126.84321314505765 37.44025016842063))",광명시흥 공공주택지구,0.0,0.0,0.01407670204408698,0.1661542722593967,0.0,0.8197690256965163,0.0,0.0,0.0,0.1,90380.8,4.2,8.5,910.9,0.0,1027.46,2.36
경기도 광명시,다사417381,"POLYGON ((126.84095239747094 37.440237584057044, 126.8409444924829 37.44113890001024, 126.84207487965652 37.44114519780063, 126.84208277108857 37.44024388164348, 126.84095239747094 37.440237584057044))",광명시흥 공공주택지구,0.0,0.0,0.015723825029737494,0.22351707077110378,0.0,0.7607591041991587,0.0,0.0,0.0,0.4,70943.5,4.0,8.9,1027.4,0.0,744.39,2.66
경기도 광명시,다사418381,"POLYGON ((126.84208277108857 37.44024388164348, 126.84207487965652 37.44114519780063, 126.84320526718156 37.441151484781386, 126.84321314505765 37.44025016842063, 126.84208277108857 37.44024388164348))",광명시흥 공공주택지구,0.0,0.0,0.02496370597562365,0.29452164230343986,0.0,0.6805146517209365,0.0,0.0,0.0,0.2,59902.4,4.1,8.1,872.9,0.0,698.39,2.27
경기도 광명시,다사416370,"POLYGON ((126.83990910491909 37.430316793235406, 126.83990119025312 37.43121811051564, 126.84103142799256 37.43122441686855, 126.84103932910925 37.43032309938406, 126.83990910491909 37.430316793235406))",광명시흥 공공주택지구,0.0,0.3047025961609692,0.296770575051019,0.0,0.0,0.0,0.0,0.3985268287880117,0.0,0.0,0.0,3.3,1.5,12.2,0.0,8.11,0.05
경기도 광명시,다사419363,"POLYGON ((126.84335488685382 37.42402645012425, 126.8433470152899 37.424927768990486, 126.84447715925033 37.42493404150369, 126.84448501726914 37.424032722434276, 126.84335488685382 37.42402645012425))",광명시흥 공공주택지구,0.0,0.19743644392955417,0.1643834166226887,0.0,0.0,0.3025643381369569,0.0,0.3356158013108003,0.0,0.2,28361.5,4.1,7.0,50.8,0.0,171.43,0.15
경기도 시흥시,다사419354,"POLYGON ((126.8434257151577 37.41591457406497, 126.84341784674787 37.41681589418381, 126.84454786882392 37.416822164868655, 126.84455572369407 37.41592084454669, 126.8434257151577 37.41591457406497))",광명시흥 공공주택지구,0.0,0.0,0.9544159324942154,0.0,0.0,0.04558406750578468,0.0,0.0,0.0,1.0,3231.1,2.6,1.4,1905.4,0.0,8.08,4.92
경기도 광명시,다사420354,"POLYGON ((126.84455572369407 37.41592084454669, 126.84454786882392 37.416822164868655, 126.84567789124976 37.41682842475329, 126.84568573258016 37.41592710422856, 126.84455572369407 37.41592084454669))",광명시흥 공공주택지구,0.0,0.139898775222053,0.3945357159137981,0.0,0.0,0.17552400796151668,0.0,0.29004150090263237,0.0,0.2,20483.9,4.1,3.5,24.7,0.0,148.61,0.08
경기도 광명시,다사420355,"POLYGON ((126.84454786882392 37.416822164868655, 126.844540013604 37.41772348505146, 126.84567004957015 37.41772974513888, 126.84567789124976 37.41682842475329, 126.84454786882392 37.416822164868655))",광명시흥 공공주택지구,0.0,0.13907810700945195,0.3531016486296988,0.0,0.0,0.0,0.0,0.5078202443608493,0.0,0.0,0.0,3.5,1.5,37.3,0.0,8.11,0.12
경기도 광명시,다사421387,"POLYGON ((126.84542678421822 37.44567060806058, 126.8454189313561 37.44657192399232, 126.8465494012806 37.44657817975953, 126.84655724058308 37.445676863625216, 126.84542678421822 37.44567060806058))",광명시흥 공공주택지구,0.00016787135848502828,0.5285954102812158,0.3679351725688433,0.0,0.0,0.0,0.0,0.10330154579145584,0.0,0.6,0.0,3.2,1.6,368.9,0.0,8.11,0.97
경기도 광명시,다사420388,"POLYGON ((126.84428846178133 37.44656565741334, 126.84428059500927 37.447466973002925, 126.84541107814427 37.44747323978485, 126.8454189313561 37.44657192399232, 126.84428846178133 37.44656565741334))",광명시흥 공공주택지구,0.5326701533633756,0.26230301720374855,0.0,0.0,0.029331826675006417,0.14973605652888972,0.0,0.02595894622897974,186.3,0.8,6346.7,4.3,1.8,245.1,988.98,16.15,0.65
경기도 광명시,다사421388,"POLYGON ((126.8454189313561 37.44657192399232, 126.84541107814427 37.44747323978485, 126.84654156162902 37.447479495754656, 126.8465494012806 37.44657817975953, 126.8454189313561 37.44657192399232))",광명시흥 공공주택지구,0.9418110761226957,0.05790058832043017,0.0,0.0,0.0,0.0,0.0,0.0002883355568741724,429.4,0.9,0.0,3.9,1.8,6.2,0.0,13.96,0.04
