year,adm_cd,adm_nm,bn_cd,bn_nm,cnt
2019,33042550,산남동,cp_bnu_005,"수도, 하수 및 폐기물처리, 원료 재생업",5
2019,33042550,산남동,cp_bnu_006,건설업,36
2019,33042550,산남동,cp_bnu_007,도매 및 소매업,414
2019,33042550,산남동,cp_bnu_008,운수 및 창고업,24
2019,33042550,산남동,cp_bnu_009,숙박 및 음식점업,493
2019,33042550,산남동,cp_bnu_010,정보통신업,5
2019,33042550,산남동,cp_bnu_011,금융 및 보험업,30
2019,33042550,산남동,cp_bnu_012,부동산업,91
2019,33042550,산남동,cp_bnu_013,"전문, 과학 및 기술 서비스업",176
2019,33042550,산남동,cp_bnu_014,"사업시설관리, 사업지원 및 임대 서비스업",43
2019,33042550,산남동,cp_bnu_015,"공공행정, 국방 및 사회보장 행정",12
2019,33042550,산남동,cp_bnu_016,교육 서비스업,161
2019,33042550,산남동,cp_bnu_017,보건업 및 사회복지 서비스업,75
2019,33042550,산남동,cp_bnu_018,"예술, 스포츠 및 여가관련 서비스업",86
2019,33042550,산남동,cp_bnu_019,"협회 및 단체, 수리 및 기타 개인 서비스업",249
2019,33042560,분평동,cp_bnu_003,제조업,88
2019,33042560,분평동,cp_bnu_005,"수도, 하수 및 폐기물처리, 원료 재생업",7
2019,33042560,분평동,cp_bnu_006,건설업,97
2019,33042560,분평동,cp_bnu_007,도매 및 소매업,471
2019,33042560,분평동,cp_bnu_008,운수 및 창고업,26
2019,33042560,분평동,cp_bnu_009,숙박 및 음식점업,290
2019,33042560,분평동,cp_bnu_010,정보통신업,8
2019,33042560,분평동,cp_bnu_011,금융 및 보험업,18
2019,33042560,분평동,cp_bnu_012,부동산업,50
2019,33042560,분평동,cp_bnu_013,"전문, 과학 및 기술 서비스업",30
2019,33042560,분평동,cp_bnu_014,"사업시설관리, 사업지원 및 임대 서비스업",21
2019,33042560,분평동,cp_bnu_015,"공공행정, 국방 및 사회보장 행정",6
2019,33042560,분평동,cp_bnu_016,교육 서비스업,198
2019,33042560,분평동,cp_bnu_017,보건업 및 사회복지 서비스업,103
2019,33042560,분평동,cp_bnu_018,"예술, 스포츠 및 여가관련 서비스업",66
2019,33042560,분평동,cp_bnu_019,"협회 및 단체, 수리 및 기타 개인 서비스업",178
2019,33042570,수곡1동,cp_bnu_003,제조업,39
2019,33042570,수곡1동,cp_bnu_006,건설업,47
2019,33042570,수곡1동,cp_bnu_007,도매 및 소매업,194
2019,33042570,수곡1동,cp_bnu_008,운수 및 창고업,16
2019,33042570,수곡1동,cp_bnu_009,숙박 및 음식점업,160
2019,33042570,수곡1동,cp_bnu_010,정보통신업,5
2019,33042570,수곡1동,cp_bnu_012,부동산업,30
2019,33042570,수곡1동,cp_bnu_013,"전문, 과학 및 기술 서비스업",24
2019,33042570,수곡1동,cp_bnu_014,"사업시설관리, 사업지원 및 임대 서비스업",25
2019,33042570,수곡1동,cp_bnu_016,교육 서비스업,31
2019,33042570,수곡1동,cp_bnu_017,보건업 및 사회복지 서비스업,48
2019,33042570,수곡1동,cp_bnu_018,"예술, 스포츠 및 여가관련 서비스업",35
2019,33042570,수곡1동,cp_bnu_019,"협회 및 단체, 수리 및 기타 개인 서비스업",161
2019,33042580,수곡2동,cp_bnu_003,제조업,17
2019,33042580,수곡2동,cp_bnu_006,건설업,17
2019,33042580,수곡2동,cp_bnu_007,도매 및 소매업,167
2019,33042580,수곡2동,cp_bnu_009,숙박 및 음식점업,154
2019,33042580,수곡2동,cp_bnu_012,부동산업,22
2019,33042580,수곡2동,cp_bnu_013,"전문, 과학 및 기술 서비스업",10
2019,33042580,수곡2동,cp_bnu_014,"사업시설관리, 사업지원 및 임대 서비스업",13
2019,33042580,수곡2동,cp_bnu_016,교육 서비스업,34
2019,33042580,수곡2동,cp_bnu_017,보건업 및 사회복지 서비스업,37
2019,33042580,수곡2동,cp_bnu_018,"예술, 스포츠 및 여가관련 서비스업",27
2019,33042580,수곡2동,cp_bnu_019,"협회 및 단체, 수리 및 기타 개인 서비스업",102
2019,33042590,성화·개신·죽림동,cp_bnu_003,제조업,75
2019,33042590,성화·개신·죽림동,cp_bnu_006,건설업,85
2019,33042590,성화·개신·죽림동,cp_bnu_007,도매 및 소매업,465
2019,33042590,성화·개신·죽림동,cp_bnu_008,운수 및 창고업,15
2019,33042590,성화·개신·죽림동,cp_bnu_009,숙박 및 음식점업,487
2019,33042590,성화·개신·죽림동,cp_bnu_010,정보통신업,24
2019,33042590,성화·개신·죽림동,cp_bnu_011,금융 및 보험업,27
2019,33042590,성화·개신·죽림동,cp_bnu_012,부동산업,104
2019,33042590,성화·개신·죽림동,cp_bnu_013,"전문, 과학 및 기술 서비스업",59
2019,33042590,성화·개신·죽림동,cp_bnu_014,"사업시설관리, 사업지원 및 임대 서비스업",38
2019,33042590,성화·개신·죽림동,cp_bnu_016,교육 서비스업,218
2019,33042590,성화·개신·죽림동,cp_bnu_017,보건업 및 사회복지 서비스업,118
2019,33042590,성화·개신·죽림동,cp_bnu_018,"예술, 스포츠 및 여가관련 서비스업",124
2019,33042590,성화·개신·죽림동,cp_bnu_019,"협회 및 단체, 수리 및 기타 개인 서비스업",319
2019,33043110,오송읍,cp_bnu_003,제조업,186
2019,33043110,오송읍,cp_bnu_006,건설업,22
2019,33043110,오송읍,cp_bnu_007,도매 및 소매업,228
2019,33043110,오송읍,cp_bnu_008,운수 및 창고업,17
2019,33043110,오송읍,cp_bnu_009,숙박 및 음식점업,313
2019,33043110,오송읍,cp_bnu_010,정보통신업,14
2019,33043110,오송읍,cp_bnu_011,금융 및 보험업,15
2019,33043110,오송읍,cp_bnu_012,부동산업,82
2019,33043110,오송읍,cp_bnu_013,"전문, 과학 및 기술 서비스업",75
2019,33043110,오송읍,cp_bnu_014,"사업시설관리, 사업지원 및 임대 서비스업",20
2019,33043110,오송읍,cp_bnu_015,"공공행정, 국방 및 사회보장 행정",13
2019,33043110,오송읍,cp_bnu_016,교육 서비스업,57
2019,33043110,오송읍,cp_bnu_017,보건업 및 사회복지 서비스업,45
2019,33043110,오송읍,cp_bnu_018,"예술, 스포츠 및 여가관련 서비스업",37
2019,33043110,오송읍,cp_bnu_019,"협회 및 단체, 수리 및 기타 개인 서비스업",99
2019,33043310,강내면,cp_bnu_003,제조업,264
2019,33043310,강내면,cp_bnu_005,"수도, 하수 및 폐기물처리, 원료 재생업",19
2019,33043310,강내면,cp_bnu_006,건설업,56
2019,33043310,강내면,cp_bnu_007,도매 및 소매업,191
2019,33043310,강내면,cp_bnu_008,운수 및 창고업,43
2019,33043310,강내면,cp_bnu_009,숙박 및 음식점업,177
2019,33043310,강내면,cp_bnu_011,금융 및 보험업,7
2019,33043310,강내면,cp_bnu_012,부동산업,44
2019,33043310,강내면,cp_bnu_013,"전문, 과학 및 기술 서비스업",12
2019,33043310,강내면,cp_bnu_014,"사업시설관리, 사업지원 및 임대 서비스업",28
2019,33043310,강내면,cp_bnu_016,교육 서비스업,33
2019,33043310,강내면,cp_bnu_017,보건업 및 사회복지 서비스업,18
2019,33043310,강내면,cp_bnu_018,"예술, 스포츠 및 여가관련 서비스업",25
2019,33043310,강내면,cp_bnu_019,"협회 및 단체, 수리 및 기타 개인 서비스업",74
2019,33043320,옥산면,cp_bnu_003,제조업,283
2019,33043320,옥산면,cp_bnu_005,"수도, 하수 및 폐기물처리, 원료 재생업",26
2019,33043320,옥산면,cp_bnu_006,건설업,47
2019,33043320,옥산면,cp_bnu_007,도매 및 소매업,177
2019,33043320,옥산면,cp_bnu_008,운수 및 창고업,24
2019,33043320,옥산면,cp_bnu_009,숙박 및 음식점업,184
2019,33043320,옥산면,cp_bnu_011,금융 및 보험업,5
2019,33043320,옥산면,cp_bnu_012,부동산업,30
2019,33043320,옥산면,cp_bnu_013,"전문, 과학 및 기술 서비스업",8
2019,33043320,옥산면,cp_bnu_014,"사업시설관리, 사업지원 및 임대 서비스업",17
2019,33043320,옥산면,cp_bnu_016,교육 서비스업,31
2019,33043320,옥산면,cp_bnu_017,보건업 및 사회복지 서비스업,40
2019,33043320,옥산면,cp_bnu_018,"예술, 스포츠 및 여가관련 서비스업",20
2019,33043320,옥산면,cp_bnu_019,"협회 및 단체, 수리 및 기타 개인 서비스업",74
2019,33043510,운천·신봉동,cp_bnu_003,제조업,103
2019,33043510,운천·신봉동,cp_bnu_005,"수도, 하수 및 폐기물처리, 원료 재생업",5
2019,33043510,운천·신봉동,cp_bnu_006,건설업,72
2019,33043510,운천·신봉동,cp_bnu_007,도매 및 소매업,316
2019,33043510,운천·신봉동,cp_bnu_008,운수 및 창고업,29
2019,33043510,운천·신봉동,cp_bnu_009,숙박 및 음식점업,244
2019,33043510,운천·신봉동,cp_bnu_010,정보통신업,20
2019,33043510,운천·신봉동,cp_bnu_011,금융 및 보험업,11
2019,33043510,운천·신봉동,cp_bnu_012,부동산업,37
2019,33043510,운천·신봉동,cp_bnu_013,"전문, 과학 및 기술 서비스업",52
2019,33043510,운천·신봉동,cp_bnu_014,"사업시설관리, 사업지원 및 임대 서비스업",36
2019,33043510,운천·신봉동,cp_bnu_016,교육 서비스업,52
2019,33043510,운천·신봉동,cp_bnu_017,보건업 및 사회복지 서비스업,54
2019,33043510,운천·신봉동,cp_bnu_018,"예술, 스포츠 및 여가관련 서비스업",49
2019,33043510,운천·신봉동,cp_bnu_019,"협회 및 단체, 수리 및 기타 개인 서비스업",155
2019,33043520,복대1동,cp_bnu_003,제조업,97
2019,33043520,복대1동,cp_bnu_006,건설업,44
2019,33043520,복대1동,cp_bnu_007,도매 및 소매업,1021
2019,33043520,복대1동,cp_bnu_008,운수 및 창고업,26
2019,33043520,복대1동,cp_bnu_009,숙박 및 음식점업,778
2019,33043520,복대1동,cp_bnu_010,정보통신업,10
2019,33043520,복대1동,cp_bnu_011,금융 및 보험업,22
2019,33043520,복대1동,cp_bnu_012,부동산업,130
2019,33043520,복대1동,cp_bnu_013,"전문, 과학 및 기술 서비스업",70
2019,33043520,복대1동,cp_bnu_014,"사업시설관리, 사업지원 및 임대 서비스업",42
2019,33043520,복대1동,cp_bnu_015,"공공행정, 국방 및 사회보장 행정",9
2019,33043520,복대1동,cp_bnu_016,교육 서비스업,268
2019,33043520,복대1동,cp_bnu_017,보건업 및 사회복지 서비스업,156
2019,33043520,복대1동,cp_bnu_018,"예술, 스포츠 및 여가관련 서비스업",172
2019,33043520,복대1동,cp_bnu_019,"협회 및 단체, 수리 및 기타 개인 서비스업",342
2019,33043530,복대2동,cp_bnu_003,제조업,52
2019,33043530,복대2동,cp_bnu_006,건설업,53
2019,33043530,복대2동,cp_bnu_007,도매 및 소매업,421
2019,33043530,복대2동,cp_bnu_008,운수 및 창고업,9
2019,33043530,복대2동,cp_bnu_009,숙박 및 음식점업,366
2019,33043530,복대2동,cp_bnu_010,정보통신업,5
